withdrawal_id,complaint_id,account_id,atm_id,amount,withdrawn_at
WD-000794,CMP-000869,ACC-001071,ATM-00061,4101.58,2026-08-03 10:37:08
WD-000795,CMP-000870,ACC-000207,ATM-00360,1600.26,2026-08-16 22:42:29
WD-000796,CMP-000871,ACC-000962,ATM-00024,2442.2,2026-06-11 14:55:37
WD-000797,CMP-000872,ACC-000119,ATM-00033,1623.22,2026-08-11 00:21:31
WD-000798,CMP-000874,ACC-000004,ATM-00027,4732.34,2026-07-18 02:12:05
WD-000801,CMP-000877,ACC-000023,ATM-00015,15535.51,2026-08-09 22:51:33
WD-000802,CMP-000878,ACC-000047,ATM-00003,4124.34,2026-06-10 16:47:49
WD-000804,CMP-000880,ACC-000136,ATM-00064,1116.2,2026-08-20 03:32:35
WD-000805,CMP-000881,ACC-000032,ATM-00022,743.76,2026-06-02 20:16:42
WD-000806,CMP-000882,ACC-000054,ATM-00014,1323.93,2026-07-16 22:04:22
WD-000809,CMP-000885,ACC-000892,ATM-00295,6628.4,2026-07-14 21:46:30
WD-000811,CMP-000887,ACC-001191,ATM-00271,1062.34,2026-08-05 05:55:27
WD-000812,CMP-000888,ACC-000129,ATM-00046,2696.4,2026-07-11 12:44:55
WD-000814,CMP-000890,ACC-000105,ATM-00046,11468.46,2026-08-06 05:24:51
WD-000815,CMP-000891,ACC-000040,ATM-00068,6145.17,2026-07-17 14:29:41
WD-000816,CMP-000892,ACC-000073,ATM-00068,8043.81,2026-06-02 23:38:47
WD-000817,CMP-000894,ACC-000135,ATM-00053,4224.43,2026-08-12 22:57:27
WD-000818,CMP-000896,ACC-000170,ATM-00035,4221.61,2026-07-11 17:39:42
WD-000819,CMP-000897,ACC-000142,ATM-00018,47177.84,2026-08-20 02:45:35
WD-000820,CMP-000898,ACC-000210,ATM-00010,71740.32,2026-08-28 18:25:53
WD-000823,CMP-000901,ACC-000132,ATM-00049,5177.77,2026-07-27 22:48:17
WD-000826,CMP-000904,ACC-000205,ATM-00020,8242.62,2026-06-27 08:27:52
WD-000827,CMP-000905,ACC-000214,ATM-00018,2409.57,2026-06-26 23:08:58
WD-000828,CMP-000906,ACC-000028,ATM-00017,4698.98,2026-06-04 15:34:28
WD-000829,CMP-000907,ACC-000101,ATM-00011,10381.78,2026-08-06 10:34:08
WD-000830,CMP-000908,ACC-000757,ATM-00062,1073.19,2026-07-03 13:11:49
WD-000831,CMP-000909,ACC-001122,ATM-00037,6165.0,2026-06-25 21:21:12
WD-000832,CMP-000910,ACC-000115,ATM-00041,2416.26,2026-06-30 16:34:33
WD-000833,CMP-000911,ACC-000073,ATM-00034,57310.61,2026-08-06 05:02:03
WD-000834,CMP-000912,ACC-000155,ATM-00044,1397.12,2026-08-12 12:42:54
WD-000835,CMP-000913,ACC-000174,ATM-00360,171044.11,2026-07-11 13:54:15
WD-000836,CMP-000914,ACC-000096,ATM-00002,3305.89,2026-08-28 06:24:09
WD-000837,CMP-000915,ACC-000006,ATM-00057,2584.26,2026-08-24 03:21:12
WD-000838,CMP-000916,ACC-000138,ATM-00044,1537.62,2026-06-07 18:48:55
WD-000839,CMP-000917,ACC-000065,ATM-00197,9857.93,2026-08-21 22:41:42
WD-000840,CMP-000918,ACC-000990,ATM-00008,5393.98,2026-08-24 14:16:30
WD-000841,CMP-000919,ACC-000208,ATM-00033,393743.08,2026-07-14 23:07:32
WD-000843,CMP-000921,ACC-000057,ATM-00033,6456.16,2026-06-13 03:25:04
WD-000844,CMP-000922,ACC-000692,ATM-00059,2232.53,2026-07-14 10:21:58
WD-000845,CMP-000923,ACC-000745,ATM-00053,24515.26,2026-07-04 22:37:10
WD-000846,CMP-000924,ACC-000013,ATM-00039,60121.5,2026-08-20 15:55:40
WD-000847,CMP-000925,ACC-000008,ATM-00058,2766.35,2026-06-15 17:28:30
WD-000849,CMP-000927,ACC-001122,ATM-00051,1001.93,2026-07-11 04:29:03
WD-000850,CMP-000928,ACC-000048,ATM-00019,1993.0,2026-08-06 12:58:02
WD-000851,CMP-000930,ACC-000106,ATM-00017,22714.22,2026-07-30 04:49:50
WD-000853,CMP-000932,ACC-000151,ATM-00029,6313.0,2026-07-15 17:36:34
WD-000854,CMP-000933,ACC-000132,ATM-00010,1069.65,2026-08-20 05:48:36
WD-000855,CMP-000934,ACC-000005,ATM-00038,3038.17,2026-08-04 03:18:48
WD-000857,CMP-000936,ACC-000072,ATM-00280,2904.66,2026-06-07 10:50:04
WD-000859,CMP-000938,ACC-000077,ATM-00061,34328.88,2026-06-30 10:11:25
WD-000861,CMP-000940,ACC-000024,ATM-00038,56755.1,2026-08-02 15:07:01
WD-000862,CMP-000941,ACC-000440,ATM-00032,2435.24,2026-07-19 17:24:33
WD-000863,CMP-000942,ACC-000070,ATM-00031,677.09,2026-07-09 08:05:10
WD-000864,CMP-000943,ACC-000308,ATM-00218,1131.63,2026-08-19 13:34:19
WD-000865,CMP-000944,ACC-000936,ATM-00023,177278.07,2026-07-23 05:33:12
WD-000866,CMP-000945,ACC-000095,ATM-00001,10564.61,2026-07-06 02:56:55
WD-000869,CMP-000948,ACC-000175,ATM-00150,17491.38,2026-06-19 02:45:24
WD-000870,CMP-000949,ACC-000070,ATM-00066,1790.3,2026-06-22 17:41:29
WD-000871,CMP-000950,ACC-000209,ATM-00253,25638.39,2026-08-16 19:41:13
WD-000872,CMP-000951,ACC-001190,ATM-00235,4555.62,2026-07-16 07:40:14
WD-000873,CMP-000952,ACC-000261,ATM-00059,2310.82,2026-07-27 17:45:14
WD-000875,CMP-000954,ACC-000046,ATM-00264,10889.37,2026-06-30 06:20:21
WD-000876,CMP-000955,ACC-000011,ATM-00012,3414.89,2026-06-20 07:05:41
WD-000877,CMP-000956,ACC-000197,ATM-00049,14630.62,2026-07-15 06:26:55
WD-000878,CMP-000957,ACC-000064,ATM-00015,4283.14,2026-06-09 04:33:15
WD-000881,CMP-000960,ACC-000561,ATM-00079,61147.89,2026-08-14 11:20:18
WD-000883,CMP-000963,ACC-000160,ATM-00058,7058.07,2026-06-02 18:10:31
WD-000884,CMP-000964,ACC-001080,ATM-00029,468789.67,2026-06-03 00:11:27
WD-000885,CMP-000965,ACC-000168,ATM-00049,3994.92,2026-08-07 07:03:59
WD-000886,CMP-000966,ACC-000038,ATM-00061,1510.01,2026-07-18 13:27:44
WD-000887,CMP-000967,ACC-000637,ATM-00037,932.89,2026-06-29 10:59:41
WD-000888,CMP-000968,ACC-000206,ATM-00097,10733.49,2026-07-22 10:24:57
WD-000889,CMP-000969,ACC-000490,ATM-00067,11341.02,2026-07-04 13:17:19
WD-000890,CMP-000970,ACC-000086,ATM-00036,5467.47,2026-06-17 05:07:35
WD-000891,CMP-000972,ACC-000015,ATM-00319,5251.65,2026-06-21 13:56:56
WD-000892,CMP-000973,ACC-000154,ATM-00085,1110.58,2026-07-05 20:40:47
WD-000893,CMP-000974,ACC-000622,ATM-00017,10017.32,2026-08-01 19:16:10
WD-000895,CMP-000976,ACC-000643,ATM-00037,1331.21,2026-08-06 23:41:36
WD-000896,CMP-000977,ACC-000048,ATM-00055,3675.36,2026-06-25 16:38:22
WD-000898,CMP-000979,ACC-000211,ATM-00045,18448.11,2026-07-21 14:36:42
WD-000899,CMP-000980,ACC-000060,ATM-00017,1639.09,2026-08-20 19:48:16
WD-000900,CMP-000981,ACC-001129,ATM-00266,2856.58,2026-06-28 06:29:04
WD-000901,CMP-000982,ACC-000115,ATM-00063,10693.16,2026-06-20 22:16:47
WD-000904,CMP-000985,ACC-000931,ATM-00039,144453.85,2026-06-24 05:07:48
WD-000905,CMP-000986,ACC-000988,ATM-00012,1692.38,2026-08-21 03:19:07
WD-000906,CMP-000987,ACC-000193,ATM-00035,3972.69,2026-08-16 03:24:39
WD-000907,CMP-000988,ACC-000354,ATM-00020,75255.11,2026-06-25 22:24:30
WD-000908,CMP-000989,ACC-000183,ATM-00031,3107.09,2026-06-26 19:31:57
WD-000909,CMP-000990,ACC-000026,ATM-00048,11517.28,2026-06-04 22:20:20
WD-000910,CMP-000991,ACC-001183,ATM-00045,3513.87,2026-07-12 03:10:02
WD-000911,CMP-000992,ACC-000154,ATM-00046,2039.8,2026-06-04 21:06:33
WD-000912,CMP-000993,ACC-000102,ATM-00009,3801.0,2026-07-03 05:15:42
WD-000913,CMP-000994,ACC-000005,ATM-00060,6062.04,2026-08-25 21:12:58
WD-000914,CMP-000995,ACC-000176,ATM-00050,1436.75,2026-06-12 05:56:40
WD-000915,CMP-000997,ACC-000024,ATM-00020,829949.27,2026-07-09 19:52:54
WD-000917,CMP-000999,ACC-001099,ATM-00065,1763.82,2026-06-11 06:50:44
WD-000918,CMP-001000,ACC-000076,ATM-00195,2889.9,2026-08-05 21:35:26
WD-000920,CMP-001002,ACC-000147,ATM-00142,6764.32,2026-08-26 12:31:28
WD-000921,CMP-001004,ACC-000087,ATM-00062,5981.89,2026-08-01 21:30:56
WD-000922,CMP-001005,ACC-000105,ATM-00053,25935.08,2026-08-14 20:07:05
WD-000923,CMP-001006,ACC-000415,ATM-00008,54064.41,2026-08-04 20:09:01
WD-000924,CMP-001007,ACC-000035,ATM-00196,44666.62,2026-07-31 08:57:52
WD-000925,CMP-001008,ACC-000167,ATM-00321,2616.8,2026-07-04 18:48:40
WD-000926,CMP-001009,ACC-000171,ATM-00031,1713.83,2026-08-16 02:13:58
WD-000927,CMP-001010,ACC-000279,ATM-00339,2367.59,2026-08-02 10:53:51
WD-000928,CMP-001011,ACC-000637,ATM-00028,8738.46,2026-07-18 17:37:20
WD-000929,CMP-001012,ACC-000041,ATM-00014,3085.31,2026-06-24 05:33:43
WD-000930,CMP-001013,ACC-000198,ATM-00014,1825.36,2026-07-24 14:02:27
WD-000932,CMP-001015,ACC-000290,ATM-00045,3923.85,2026-07-19 13:06:13
WD-000933,CMP-001016,ACC-000112,ATM-00028,2550.95,2026-08-03 04:00:34
WD-000935,CMP-001018,ACC-000082,ATM-00063,8009.66,2026-07-31 10:04:07
WD-000936,CMP-001019,ACC-000210,ATM-00038,1995.76,2026-08-03 14:44:45
WD-000937,CMP-001021,ACC-000788,ATM-00043,4245.31,2026-06-25 12:29:08
WD-000938,CMP-001022,ACC-000601,ATM-00137,4278.55,2026-08-03 17:44:02
WD-000939,CMP-001023,ACC-000206,ATM-00052,4026.67,2026-08-04 03:45:43
WD-000940,CMP-001024,ACC-000227,ATM-00040,3857.12,2026-08-17 13:00:42
WD-000941,CMP-001025,ACC-000003,ATM-00051,10579.37,2026-06-05 16:55:50
WD-000942,CMP-001026,ACC-000124,ATM-00011,3551.23,2026-08-12 11:57:08
WD-000943,CMP-001027,ACC-001186,ATM-00056,2170.28,2026-06-19 00:43:16
WD-000944,CMP-001028,ACC-000814,ATM-00322,5882.69,2026-08-20 13:31:13
WD-000945,CMP-001029,ACC-000029,ATM-00051,210728.24,2026-07-11 08:22:33
WD-000946,CMP-001030,ACC-000860,ATM-00052,1596.51,2026-06-13 12:55:41
WD-000948,CMP-001032,ACC-000053,ATM-00363,2162.61,2026-06-05 13:16:48
WD-000949,CMP-001033,ACC-000166,ATM-00279,1540.65,2026-07-20 22:30:29
WD-000951,CMP-001036,ACC-000133,ATM-00048,2834.39,2026-08-25 08:29:19
WD-000952,CMP-001037,ACC-000123,ATM-00047,21593.93,2026-08-14 11:05:54
WD-000953,CMP-001038,ACC-000064,ATM-00008,6559.37,2026-06-29 07:35:50
WD-000955,CMP-001040,ACC-000812,ATM-00052,12316.03,2026-07-24 13:31:01
WD-000956,CMP-001041,ACC-000190,ATM-00052,336179.3,2026-08-01 12:29:09
WD-000957,CMP-001042,ACC-000002,ATM-00209,1312.23,2026-08-06 17:10:49
WD-000958,CMP-001043,ACC-000133,ATM-00165,999.78,2026-08-03 04:23:15
WD-000959,CMP-001044,ACC-000194,ATM-00260,2508.89,2026-08-02 00:44:07
WD-000960,CMP-001045,ACC-000124,ATM-00015,2055.28,2026-07-17 23:36:58
WD-000961,CMP-001047,ACC-000190,ATM-00067,88147.41,2026-06-29 03:42:49
WD-000963,CMP-001049,ACC-000078,ATM-00055,649.22,2026-06-20 09:10:59
WD-000965,CMP-001051,ACC-000093,ATM-00338,150654.88,2026-06-29 15:29:38
WD-000966,CMP-001052,ACC-000139,ATM-00068,4829.55,2026-07-15 04:46:17
WD-000967,CMP-001053,ACC-000551,ATM-00048,5385.66,2026-08-24 08:26:00
WD-000968,CMP-001054,ACC-000172,ATM-00287,1850.79,2026-07-20 13:02:06
WD-000969,CMP-001055,ACC-000156,ATM-00014,491733.18,2026-08-04 23:03:08
WD-000970,CMP-001056,ACC-000079,ATM-00017,230.36,2026-08-16 08:33:34
WD-000971,CMP-001057,ACC-000004,ATM-00067,13900.56,2026-06-02 02:40:28
WD-000972,CMP-001058,ACC-000181,ATM-00174,3540.98,2026-08-23 14:19:05
WD-000973,CMP-001059,ACC-000171,ATM-00050,143576.53,2026-08-08 18:28:53
WD-000974,CMP-001060,ACC-000127,ATM-00053,6627.02,2026-08-11 23:40:35
WD-000975,CMP-001061,ACC-000002,ATM-00025,356264.99,2026-06-24 17:41:13
WD-000976,CMP-001062,ACC-000080,ATM-00009,18597.45,2026-06-17 22:43:31
WD-000977,CMP-001063,ACC-000172,ATM-00015,2421.97,2026-06-28 19:47:19
WD-000978,CMP-001064,ACC-000081,ATM-00005,1468.65,2026-06-25 17:13:26
WD-000979,CMP-001065,ACC-001144,ATM-00017,2700.01,2026-06-04 22:59:17
WD-000980,CMP-001066,ACC-000093,ATM-00102,1346.46,2026-07-31 07:45:59
WD-000981,CMP-001067,ACC-000009,ATM-00061,1854.55,2026-07-26 14:55:14
WD-000983,CMP-001069,ACC-000931,ATM-00082,5656.41,2026-07-20 11:23:56
WD-000984,CMP-001070,ACC-000174,ATM-00035,3345.51,2026-07-04 22:09:28
WD-000985,CMP-001071,ACC-000171,ATM-00045,827.21,2026-07-06 07:42:23
WD-000988,CMP-001076,ACC-000140,ATM-00049,145000.45,2026-08-29 14:55:02
WD-000989,CMP-001077,ACC-000105,ATM-00061,3117.17,2026-08-10 19:48:19
WD-000990,CMP-001079,ACC-000359,ATM-00050,5261.09,2026-07-17 14:50:37
WD-000991,CMP-001080,ACC-000056,ATM-00043,8061.25,2026-07-20 14:39:29
WD-000992,CMP-001081,ACC-001095,ATM-00012,8681.82,2026-08-15 02:44:57
WD-000994,CMP-001083,ACC-000084,ATM-00249,2121.79,2026-08-20 21:52:38
WD-000995,CMP-001084,ACC-000124,ATM-00328,20655.34,2026-08-12 04:50:20
WD-000996,CMP-001085,ACC-000062,ATM-00013,1276.65,2026-08-12 15:23:06
WD-000997,CMP-001086,ACC-000132,ATM-00062,4087.02,2026-06-05 01:11:29
WD-000998,CMP-001087,ACC-000034,ATM-00005,315.04,2026-07-25 11:57:13
WD-001000,CMP-001089,ACC-000113,ATM-00230,1685.26,2026-06-02 15:00:31
WD-001001,CMP-001090,ACC-000044,ATM-00028,9928.29,2026-08-10 00:26:26
WD-001002,CMP-001091,ACC-000175,ATM-00015,133061.53,2026-08-08 03:37:48
WD-001003,CMP-001092,ACC-000060,ATM-00189,1346.37,2026-06-28 19:00:41
WD-001004,CMP-001093,ACC-000094,ATM-00308,2341.15,2026-08-14 05:38:53
WD-001005,CMP-001094,ACC-000103,ATM-00027,1549.16,2026-06-04 11:06:25
WD-001006,CMP-001095,ACC-000044,ATM-00015,13906.1,2026-07-09 00:34:19
WD-001008,CMP-001097,ACC-000202,ATM-00045,4648.93,2026-08-17 07:32:38
WD-001010,CMP-001099,ACC-000080,ATM-00067,11235.7,2026-06-01 21:15:01
WD-001011,CMP-001100,ACC-000090,ATM-00119,8688.59,2026-06-09 04:50:47
WD-001013,CMP-001103,ACC-001138,ATM-00014,5318.73,2026-08-21 11:49:04
WD-001014,CMP-001104,ACC-000003,ATM-00047,2208.07,2026-07-26 04:17:39
WD-001015,CMP-001105,ACC-000160,ATM-00089,335.94,2026-07-24 08:51:20
WD-001017,CMP-001107,ACC-000032,ATM-00027,2648.33,2026-07-03 01:33:06
WD-001018,CMP-001108,ACC-000094,ATM-00353,1821.02,2026-06-28 10:09:39
WD-001020,CMP-001111,ACC-000089,ATM-00027,12206.03,2026-07-01 19:32:46
WD-001021,CMP-001112,ACC-000214,ATM-00023,2871.59,2026-08-16 06:42:14
WD-001022,CMP-001113,ACC-000952,ATM-00078,197160.37,2026-08-21 15:15:05
WD-001023,CMP-001114,ACC-000911,ATM-00034,1200.74,2026-07-17 18:18:49
WD-001024,CMP-001115,ACC-000065,ATM-00046,22558.41,2026-07-24 18:40:42
WD-001025,CMP-001116,ACC-000066,ATM-00060,549.69,2026-06-28 13:18:21
WD-001027,CMP-001118,ACC-000936,ATM-00030,2196.54,2026-08-26 22:57:32
WD-001028,CMP-001119,ACC-000035,ATM-00053,25624.68,2026-07-27 15:57:35
WD-001030,CMP-001121,ACC-001076,ATM-00028,1104.58,2026-07-16 20:57:06
WD-001031,CMP-001122,ACC-000106,ATM-00380,11595.12,2026-08-26 14:04:00
WD-001032,CMP-001123,ACC-000007,ATM-00073,117567.24,2026-07-16 11:31:31
WD-001033,CMP-001124,ACC-000483,ATM-00022,1588.41,2026-06-02 07:17:13
WD-001034,CMP-001125,ACC-000035,ATM-00255,34925.5,2026-07-30 01:52:51
WD-001035,CMP-001126,ACC-000012,ATM-00013,201065.1,2026-06-16 13:06:06
WD-001036,CMP-001128,ACC-000157,ATM-00041,171019.93,2026-07-05 05:23:15
WD-001037,CMP-001129,ACC-000028,ATM-00065,610264.05,2026-06-27 03:11:00
WD-001038,CMP-001130,ACC-000153,ATM-00062,1271.25,2026-08-28 05:38:54
WD-001039,CMP-001131,ACC-000431,ATM-00244,3662.84,2026-08-25 12:47:30
WD-001040,CMP-001132,ACC-000109,ATM-00243,34243.14,2026-08-08 15:12:03
WD-001042,CMP-001134,ACC-000101,ATM-00225,2318.24,2026-08-01 21:23:49
WD-001043,CMP-001135,ACC-000178,ATM-00011,1274.91,2026-06-08 10:33:04
WD-001045,CMP-001137,ACC-000654,ATM-00055,41889.16,2026-08-17 07:51:20
WD-001046,CMP-001138,ACC-000758,ATM-00117,1491.28,2026-06-14 05:29:22
WD-001047,CMP-001139,ACC-000431,ATM-00015,339.17,2026-06-27 16:44:48
WD-001048,CMP-001140,ACC-000866,ATM-00018,692.7,2026-08-10 00:25:11
WD-001049,CMP-001141,ACC-000854,ATM-00268,1342.53,2026-07-02 22:07:58
WD-001050,CMP-001142,ACC-000228,ATM-00363,869.97,2026-06-21 13:53:32
WD-001051,CMP-001143,ACC-000089,ATM-00391,9198.09,2026-06-24 23:03:22
WD-001052,CMP-001144,ACC-000132,ATM-00044,6508.91,2026-08-01 09:06:19
WD-001053,CMP-001145,ACC-000177,ATM-00181,4887.3,2026-06-17 00:23:48
WD-001054,CMP-001146,ACC-000046,ATM-00293,1475.74,2026-07-29 11:43:15
WD-001055,CMP-001147,ACC-000018,ATM-00022,7617.5,2026-08-10 23:49:35
WD-001056,CMP-001148,ACC-000121,ATM-00051,4907.13,2026-07-15 03:07:10
WD-001057,CMP-001149,ACC-000077,ATM-00058,1723.77,2026-06-22 13:22:17
WD-001058,CMP-001150,ACC-001124,ATM-00020,5650.4,2026-08-19 14:45:28
WD-001059,CMP-001151,ACC-000043,ATM-00025,1210.47,2026-06-17 12:55:23
WD-001060,CMP-001152,ACC-000172,ATM-00012,890.57,2026-07-28 05:44:42
WD-001061,CMP-001153,ACC-000013,ATM-00021,11747.65,2026-06-02 16:56:01
WD-001062,CMP-001154,ACC-000826,ATM-00078,1852.33,2026-07-12 02:03:23
WD-001063,CMP-001155,ACC-000023,ATM-00115,1293.91,2026-08-27 17:46:33
WD-001064,CMP-001156,ACC-000918,ATM-00053,16622.06,2026-07-20 03:48:43
WD-001066,CMP-001158,ACC-000130,ATM-00178,139561.04,2026-08-15 07:08:08
WD-001067,CMP-001159,ACC-000112,ATM-00339,2417.61,2026-08-24 04:04:30
WD-001069,CMP-001161,ACC-000045,ATM-00036,8631.45,2026-08-17 13:15:34
WD-001071,CMP-001163,ACC-000428,ATM-00351,496.33,2026-08-27 21:09:21
WD-001072,CMP-001164,ACC-000163,ATM-00034,908.4,2026-07-10 13:05:45
WD-001074,CMP-001166,ACC-000247,ATM-00004,1776.12,2026-08-03 18:52:34
WD-001075,CMP-001167,ACC-000167,ATM-00390,62634.56,2026-06-11 05:59:00
WD-001076,CMP-001168,ACC-000202,ATM-00018,8131.37,2026-08-23 07:11:02
WD-001078,CMP-001170,ACC-000208,ATM-00001,1087.47,2026-07-25 12:58:18
WD-001079,CMP-001171,ACC-000088,ATM-00147,3226.29,2026-06-25 16:09:17
WD-001080,CMP-001172,ACC-000003,ATM-00183,5523.03,2026-07-08 16:35:46
WD-001081,CMP-001173,ACC-000133,ATM-00040,876.4,2026-08-12 17:47:48
WD-001082,CMP-001174,ACC-000072,ATM-00064,18400.78,2026-06-10 17:48:10
WD-001083,CMP-001175,ACC-000103,ATM-00329,10936.39,2026-07-24 15:49:08
WD-001084,CMP-001176,ACC-000204,ATM-00023,2732.86,2026-07-09 04:08:14
WD-001085,CMP-001177,ACC-000168,ATM-00038,3988.27,2026-06-14 23:59:35
WD-001087,CMP-001179,ACC-000545,ATM-00010,4429.38,2026-07-08 02:19:40
WD-001088,CMP-001180,ACC-000857,ATM-00087,776.14,2026-06-28 21:55:30
WD-001089,CMP-001181,ACC-000201,ATM-00045,3437.65,2026-08-19 22:42:41
WD-001090,CMP-001182,ACC-000204,ATM-00058,5907.5,2026-08-22 21:07:58
WD-001091,CMP-001183,ACC-000165,ATM-00014,22755.65,2026-06-04 16:11:43
WD-001092,CMP-001184,ACC-000001,ATM-00018,1829.91,2026-07-31 11:06:35
WD-001094,CMP-001186,ACC-001080,ATM-00029,4902.45,2026-07-09 19:47:16
WD-001095,CMP-001187,ACC-000175,ATM-00379,851.83,2026-07-21 06:26:16
WD-001097,CMP-001189,ACC-000042,ATM-00315,28841.19,2026-07-04 18:03:14
WD-001098,CMP-001190,ACC-000188,ATM-00361,135273.89,2026-06-19 23:24:59
WD-001100,CMP-001192,ACC-000199,ATM-00043,13000.82,2026-06-29 06:04:47
WD-001101,CMP-001193,ACC-000121,ATM-00186,2876.53,2026-06-26 08:43:08
WD-001102,CMP-001194,ACC-000668,ATM-00051,21426.58,2026-08-07 06:02:39
WD-001104,CMP-001197,ACC-000224,ATM-00061,836.67,2026-07-17 11:57:54
WD-001105,CMP-001198,ACC-000177,ATM-00074,1041.73,2026-06-22 15:03:52
WD-001106,CMP-001199,ACC-000068,ATM-00044,3501.17,2026-07-03 12:16:26
WD-001108,CMP-001201,ACC-000071,ATM-00015,3902.3,2026-07-03 21:59:28
WD-001110,CMP-001204,ACC-000832,ATM-00067,116669.94,2026-07-19 13:24:45
WD-001111,CMP-001205,ACC-000790,ATM-00030,4750.89,2026-06-26 17:23:33
WD-001112,CMP-001206,ACC-000609,ATM-00090,5393.9,2026-07-31 10:02:42
WD-001113,CMP-001207,ACC-000062,ATM-00054,42967.29,2026-06-09 00:03:21
WD-001114,CMP-001208,ACC-000018,ATM-00017,2531.68,2026-08-14 04:46:29
WD-001115,CMP-001210,ACC-000835,ATM-00033,7209.52,2026-08-25 19:23:56
WD-001116,CMP-001211,ACC-000194,ATM-00063,6011.45,2026-08-14 08:59:01
WD-001117,CMP-001212,ACC-000104,ATM-00066,2059.33,2026-07-26 20:01:50
WD-001119,CMP-001214,ACC-000073,ATM-00046,2579.04,2026-08-15 18:12:26
WD-001120,CMP-001215,ACC-000169,ATM-00007,7771.36,2026-07-15 12:37:31
WD-001121,CMP-001216,ACC-000022,ATM-00053,4072.45,2026-07-07 18:46:40
WD-001123,CMP-001218,ACC-000161,ATM-00053,1429.95,2026-07-30 12:43:09
WD-001124,CMP-001219,ACC-000036,ATM-00311,4052.65,2026-07-11 18:12:02
WD-001125,CMP-001220,ACC-000018,ATM-00008,2631.01,2026-06-28 11:27:38
WD-001126,CMP-001221,ACC-000146,ATM-00001,19366.91,2026-08-06 15:39:13
WD-001128,CMP-001223,ACC-000027,ATM-00063,2263.66,2026-08-17 13:09:56
WD-001129,CMP-001224,ACC-000155,ATM-00052,4791.38,2026-06-17 19:03:41
WD-001130,CMP-001225,ACC-000071,ATM-00037,790.49,2026-07-31 18:03:08
WD-001131,CMP-001226,ACC-000129,ATM-00213,126908.18,2026-06-30 06:48:01
WD-001132,CMP-001227,ACC-000679,ATM-00005,3595.71,2026-06-11 05:02:52
WD-001133,CMP-001228,ACC-000120,ATM-00010,3714.47,2026-07-17 15:11:02
WD-001134,CMP-001229,ACC-000027,ATM-00051,864.79,2026-06-26 08:24:09
WD-001135,CMP-001230,ACC-000083,ATM-00208,18989.03,2026-06-26 01:48:32
WD-001136,CMP-001231,ACC-000072,ATM-00038,19439.9,2026-08-06 13:16:23
WD-001137,CMP-001232,ACC-000214,ATM-00044,620.54,2026-08-03 01:16:53
WD-001138,CMP-001233,ACC-000513,ATM-00041,49698.72,2026-07-02 15:49:42
WD-001140,CMP-001235,ACC-000775,ATM-00044,2634.19,2026-06-14 15:03:27
WD-001141,CMP-001236,ACC-000080,ATM-00006,6188.49,2026-07-12 05:54:37
WD-001142,CMP-001237,ACC-000194,ATM-00046,1666.77,2026-06-08 07:25:49
WD-001143,CMP-001238,ACC-000018,ATM-00285,3129.44,2026-08-03 16:20:14
WD-001144,CMP-001239,ACC-000042,ATM-00058,1214.9,2026-06-27 04:27:01
WD-001146,CMP-001242,ACC-000479,ATM-00010,2565.55,2026-06-23 19:42:27
WD-001147,CMP-001244,ACC-000023,ATM-00005,6327.1,2026-06-10 13:45:58
WD-001148,CMP-001245,ACC-000185,ATM-00033,1481.94,2026-06-03 22:29:40
WD-001149,CMP-001246,ACC-000220,ATM-00021,3417.1,2026-06-11 02:13:14
WD-001152,CMP-001249,ACC-000041,ATM-00035,2663.19,2026-06-04 09:54:45
WD-001153,CMP-001250,ACC-000189,ATM-00042,4804.37,2026-08-24 10:50:52
WD-001154,CMP-001251,ACC-000206,ATM-00016,8770.17,2026-06-26 15:17:53
WD-001155,CMP-001252,ACC-000032,ATM-00004,9408.02,2026-07-23 14:09:28
WD-001158,CMP-001255,ACC-000125,ATM-00050,11068.64,2026-08-18 05:41:06
WD-001159,CMP-001256,ACC-000184,ATM-00044,1178.15,2026-06-15 20:22:53
WD-001160,CMP-001257,ACC-000789,ATM-00035,3447.05,2026-08-22 06:37:06
WD-001161,CMP-001258,ACC-000194,ATM-00039,3978.88,2026-08-06 14:19:36
WD-001162,CMP-001260,ACC-000078,ATM-00058,337147.09,2026-07-28 15:23:46
WD-001163,CMP-001261,ACC-000087,ATM-00182,1981.25,2026-07-11 09:10:50
WD-001164,CMP-001262,ACC-000110,ATM-00008,942.59,2026-08-09 13:07:58
WD-001165,CMP-001263,ACC-000128,ATM-00030,7796.97,2026-06-26 19:45:42
WD-001166,CMP-001264,ACC-000105,ATM-00028,4445.05,2026-08-17 22:14:23
WD-001169,CMP-001267,ACC-001136,ATM-00028,3300.34,2026-08-02 05:29:15
WD-001170,CMP-001268,ACC-000470,ATM-00020,3545.1,2026-07-18 18:57:13
WD-001171,CMP-001269,ACC-000115,ATM-00043,1603.67,2026-07-23 10:27:19
WD-001172,CMP-001270,ACC-000058,ATM-00389,78572.08,2026-06-12 14:23:32
WD-001173,CMP-001271,ACC-000075,ATM-00044,15966.42,2026-06-15 12:41:06
WD-001174,CMP-001272,ACC-000983,ATM-00115,1419.46,2026-08-16 07:56:21
WD-001175,CMP-001273,ACC-000055,ATM-00062,15840.34,2026-08-17 09:11:23
WD-001177,CMP-001275,ACC-000199,ATM-00373,27272.71,2026-07-16 20:23:17
